metric,test,val,train,
acc,0.803921568627451,1.0,1.0,
f1,0.803921568627451,1.0,1.0,
loss,0.5142406225204468,0.31634756922721863,0.31461039185523987,
sens,0.803921568627451,1.0,1.0,
spec,0.803921568627451,1.0,1.0,
mcc,0.6078431372549019,1.0,1.0,
ep,17
