Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_False_strg,0.5_sum_True_strg,0.6_sum_False_strg,0.6_sum_True_strg,0.7_sum_False_strg,0.7_sum_True_strg,0.8_sum_False_strg,0.8_sum_True_strg,0.9_sum_False_strg,0.9_sum_True_strg,1_sum_False_strg,1_sum_True_strg,
f1,215.30471801757812,213.61172485351562,210.18472290039062,203.65451049804688,183.9544219970703,0.0,44.794960021972656,44.9349365234375,45.96198654174805,45.82648849487305,47.866844177246094,0.0,121.76177978515625,-76.96682739257812,121.60707092285156,-76.67213439941406,120.40708923339844,-74.44510650634766,117.11461639404297,-71.28812408447266,108.43497467041016,-60.56813049316406,0.0,0.0,
f1_residual,8.808738708496094,8.690414428710938,8.491336822509766,8.210601806640625,7.474000930786133,0.0,3.200218915939331,3.081894874572754,3.0833072662353516,2.9809703826904297,2.9644970893859863,0.0,4.3757219314575195,-1.175502896308899,4.259722709655762,-1.1778274774551392,4.194101333618164,-1.1107938289642334,4.029574871063232,-1.0486046075820923,3.716787099838257,-0.7522897124290466,0.0,0.0,
f2,132.44346618652344,130.4977569580078,128.28829956054688,125.56941223144531,114.15206909179688,0.0,72.14067077636719,70.21371459960938,70.75299072265625,69.0750961303711,67.47904968261719,0.0,87.19381713867188,-15.053150177001953,85.52915954589844,-15.315444946289062,85.10091400146484,-14.347928047180176,83.44583892822266,-14.37073802947998,78.6484146118164,-11.169364929199219,0.0,0.0,
f2_residual,8.808738708496094,8.690414428710938,8.491336822509766,8.210601806640625,7.474000930786133,0.0,3.200218915939331,3.081894874572754,3.0833072662353516,2.9809703826904297,2.9644970893859863,0.0,4.3757219314575195,-1.175502896308899,4.259722709655762,-1.1778274774551392,4.194101333618164,-1.1107938289642334,4.029574871063232,-1.0486046075820923,3.716787099838257,-0.7522897124290466,0.0,0.0,
f3,75.25154113769531,74.49134063720703,73.37672424316406,71.76842498779297,67.31503295898438,0.0,17.449520111083984,17.628204345703125,18.054136276245117,18.187990188598633,16.788738250732422,0.0,27.33279800415039,-9.883275985717773,27.504589080810547,-9.876386642456055,27.266860961914062,-9.212723731994629,27.100778579711914,-8.912787437438965,25.47658920288086,-8.687849044799805,0.0,0.0,
f3_residual,4.032618999481201,3.975749969482422,3.874871253967285,3.765489101409912,3.4862301349639893,0.0,2.4122111797332764,2.4321177005767822,2.5011935234069824,2.496633768081665,2.3722126483917236,0.0,1.5242035388946533,0.8880077600479126,1.5425224304199219,0.8895952701568604,1.5504692792892456,0.9507243633270264,1.5443103313446045,0.9523233771324158,1.4763339757919312,0.8958788514137268,0.0,0.0,
f4,99.63066101074219,98.48039245605469,96.55416107177734,94.41845703125,87.79146575927734,0.0,45.22601318359375,45.42613220214844,46.26506805419922,46.40552520751953,47.75747299194336,0.0,45.495147705078125,-0.2691314220428467,45.53684997558594,-0.1107218861579895,45.36886978149414,0.8961968421936035,44.427249908447266,1.9782756567001343,42.54029083251953,5.217184066772461,0.0,0.0,
f4_residual,4.032618999481201,3.975749969482422,3.874871253967285,3.765489101409912,3.4862301349639893,0.0,2.4122111797332764,2.4321177005767822,2.5011935234069824,2.496633768081665,2.3722126483917236,0.0,1.5242035388946533,0.8880077600479126,1.5425224304199219,0.8895952701568604,1.5504692792892456,0.9507243633270264,1.5443103313446045,0.9523233771324158,1.4763339757919312,0.8958788514137268,0.0,0.0,
f5_rnd,76.37174224853516,74.84771728515625,73.52792358398438,70.61322784423828,63.80259704589844,0.0,4.9991068840026855,3.662670612335205,3.206637144088745,3.13128662109375,5.020272254943848,0.0,23.667160034179688,-18.66805076599121,22.236928939819336,-18.574256896972656,21.509597778320312,-18.302961349487305,20.465429306030273,-17.334142684936523,19.122711181640625,-14.102437973022461,0.0,0.0,
f5_rnd_residual,8.808738708496094,8.690414428710938,8.491336822509766,8.210601806640625,7.474000930786133,0.0,3.200218915939331,3.081894874572754,3.0833072662353516,2.9809703826904297,2.9644970893859863,0.0,4.3757219314575195,-1.175502896308899,4.259722709655762,-1.1778274774551392,4.194101333618164,-1.1107938289642334,4.029574871063232,-1.0486046075820923,3.716787099838257,-0.7522897124290466,0.0,0.0,
f6_rnd,48.46487808227539,47.7939453125,46.987064361572266,45.78415298461914,41.61953353881836,0.0,4.010187149047852,3.8916056156158447,4.486301422119141,4.459529876708984,4.437094211578369,0.0,14.604382514953613,-10.594195365905762,14.39306640625,-10.501459121704102,14.48309326171875,-9.99679183959961,14.086556434631348,-9.627025604248047,13.396981239318848,-8.959885597229004,0.0,0.0,
f6_rnd_residual,4.032618999481201,3.975749969482422,3.874871253967285,3.765489101409912,3.4862301349639893,0.0,2.4122111797332764,2.4321177005767822,2.5011935234069824,2.496633768081665,2.3722126483917236,0.0,1.5242035388946533,0.8880077600479126,1.5425224304199219,0.8895952701568604,1.5504692792892456,0.9507243633270264,1.5443103313446045,0.9523233771324158,1.4763339757919312,0.8958788514137268,0.0,0.0,
f7_rnd,34.20897674560547,33.33588790893555,32.46077346801758,31.091779708862305,28.693744659423828,0.0,0.9550731182098389,0.2912774085998535,0.39287233352661133,0.5510480999946594,1.8573791980743408,0.0,10.32678508758545,-9.371712684631348,9.604262351989746,-9.312986373901367,9.417020797729492,-9.024147987365723,9.163090705871582,-8.612042427062988,8.989120483398438,-7.131740570068359,0.0,0.0,
f7_rnd_residual,3.8123323917388916,3.7366280555725098,3.660278558731079,3.5340940952301025,3.2505412101745605,0.0,0.08536607027053833,0.038403429090976715,0.05158555507659912,0.057246748358011246,0.13760140538215637,0.0,0.898282527923584,-0.8129163980484009,0.8456807136535645,-0.8072772026062012,0.8353310823440552,-0.783745527267456,0.8197762966156006,-0.7625294923782349,0.793503999710083,-0.655902624130249,0.0,0.0,
f8_rnd,18.324039459228516,17.941219329833984,17.620323181152344,17.10004234313965,15.671146392822266,0.0,-0.21485036611557007,-0.48346391320228577,-0.4112837016582489,-0.3694620728492737,-0.281959593296051,0.0,5.039486885070801,-5.254337310791016,4.738413333892822,-5.221877098083496,4.662243843078613,-5.0735273361206055,4.582242965698242,-4.951704502105713,4.2946391105651855,-4.57659912109375,0.0,0.0,
f8_rnd_residual,3.8123323917388916,3.7366280555725098,3.660278558731079,3.5340940952301025,3.2505412101745605,0.0,0.08536607027053833,0.038403429090976715,0.05158555507659912,0.057246748358011246,0.13760140538215637,0.0,0.898282527923584,-0.8129163980484009,0.8456807136535645,-0.8072772026062012,0.8353310823440552,-0.783745527267456,0.8197762966156006,-0.7625294923782349,0.793503999710083,-0.655902624130249,0.0,0.0,
