Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_ADRN,0.5_sum_MES,0.6_sum_ADRN,0.6_sum_MES,0.7_sum_ADRN,0.7_sum_MES,0.8_sum_ADRN,0.8_sum_MES,0.9_sum_ADRN,0.9_sum_MES,1_sum_ADRN,1_sum_MES,
hsa:00010,0.02450147643685341,0.02450147643685341,0.02450147643685341,0.02450147643685341,0.02450147643685341,0.0,-0.01362546719610691,-0.01362546719610691,-0.01362546719610691,-0.01362546719610691,-0.01362546719610691,0.0,-0.017119018360972404,0.003493549767881632,-0.017119018360972404,0.003493549767881632,-0.017119018360972404,0.003493549767881632,-0.017119018360972404,0.003493549767881632,-0.017119018360972404,0.003493549767881632,0.0,0.0,
hsa:00010_residual,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.0,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,0.0,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,0.0,0.0,
hsa:00020,0.42741063237190247,0.42741063237190247,0.42741063237190247,0.42741063237190247,0.42741063237190247,0.0,-0.1922207623720169,-0.1922207623720169,-0.1922207623720169,-0.1922207623720169,-0.1922207623720169,0.0,-0.23714390397071838,0.04492315277457237,-0.23714390397071838,0.04492315277457237,-0.23714390397071838,0.04492315277457237,-0.23714390397071838,0.04492315277457237,-0.23714390397071838,0.04492315277457237,0.0,0.0,
hsa:00020_residual,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.0,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,0.0,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,0.0,0.0,
hsa:00030,0.03623567521572113,0.03623567521572113,0.03623567521572113,0.03623567521572113,0.03623567521572113,0.0,-0.006598006002604961,-0.006598006002604961,-0.006598006002604961,-0.006598006002604961,-0.006598006002604961,0.0,-0.007956987246870995,0.0013589798472821712,-0.007956987246870995,0.0013589798472821712,-0.007956987246870995,0.0013589798472821712,-0.007956987246870995,0.0013589798472821712,-0.007956987246870995,0.0013589798472821712,0.0,0.0,
hsa:00030_residual,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.0,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,0.0,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,0.0,0.0,
hsa:00040,0.2526288628578186,0.2526288628578186,0.2526288628578186,0.2526288628578186,0.2526288628578186,0.0,-0.15908494591712952,-0.15908494591712952,-0.15908494591712952,-0.15908494591712952,-0.15908494591712952,0.0,-0.18569889664649963,0.02661394141614437,-0.18569889664649963,0.02661394141614437,-0.18569889664649963,0.02661394141614437,-0.18569889664649963,0.02661394141614437,-0.18569889664649963,0.02661394141614437,0.0,0.0,
hsa:00040_residual,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.0,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,0.0,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,0.0,0.0,
hsa:00051,0.8640282154083252,0.8640282154083252,0.8640282154083252,0.8640282154083252,0.8640282154083252,0.0,-0.5574497580528259,-0.5574497580528259,-0.5574497580528259,-0.5574497580528259,-0.5574497580528259,0.0,-0.41387829184532166,-0.14357148110866547,-0.41387829184532166,-0.14357148110866547,-0.41387829184532166,-0.14357148110866547,-0.41387829184532166,-0.14357148110866547,-0.41387829184532166,-0.14357148110866547,0.0,0.0,
hsa:00051_residual,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.014780938625335693,0.0,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,-0.014415618032217026,0.0,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,-0.012446578592061996,-0.001969039672985673,0.0,0.0,
