metric,test,val,train,
acc,0.9299999999999999,0.965,0.9299181334424887,
f1,0.9299369432489241,0.9649991249781245,0.9298906735825536,
loss,0.4141751527786255,0.3668696880340576,0.3892204463481903,
sens,0.9315535929345644,0.965046504650465,0.9301716935074297,
spec,0.9299999999999999,0.965,0.9299181334424887,
mcc,0.8615521921784256,0.9300465034877906,0.8600897895743409,
ep,8
