,TARGET-30-PAMZGT-01,TARGET-30-PANGXK-01,TARGET-30-PAPTCR-01,TARGET-30-PAIFXV-01,TH06_0628_S01,TARGET-30-PAIXIF-01,TARGET-30-PANSBN-01,TH06_0622_S01,TH40_2228_S01,TARGET-30-PAITEG-01,TARGET-30-PALCBW-01,TARGET-30-PAPKWN-01,TH40_2249_S01,TARGET-30-PASMJG-01,TARGET-30-PAPTAN-01,TARGET-30-PALKUC-01,THR31_0881_S01,TARGET-30-PANJLH-01,TH40_2262_S01,TARGET-30-PANKFE-01,TH40_2272_S01,TARGET-30-PALVKK-01,TH06_0284_S01,TH40_2235_S01,TARGET-30-PARKGJ-01,TARGET-30-PANXJL-01,TARGET-30-PAPZYZ-01,TARGET-30-PARZCJ-02,TARGET-30-PAPTCR-01,TH06_0628_S01,TARGET-30-PANSBN-01
hsa:7469,-3.5048952e-06,-1.2567926e-06,-6.1062815e-07,-2.0641017e-05,-4.2581854e-05,-4.027925e-05,-5.8429698e-05,-7.5164964e-05,-5.055146e-05,-3.469868e-07,-8.5248377e-07,1.2597319e-07,2.2065487e-05,6.650029e-05,5.436076e-05,2.1739388e-05,0.00014417041,0.00017405832,7.156639e-05,3.9206603e-05,5.4480864e-05,2.8581799e-05,6.6915203e-07,-9.809764e-08,3.091236e-06,-1.5847195e-07,-1.3664022e-07,-1.7989869e-07,-7.977754e-08,-3.235107e-08,-1.7416725e-07
hsa:5279,1.4518853e-05,7.007426e-06,4.7388576e-06,2.6361504e-06,3.1533173e-06,2.5804086e-06,4.3867035e-06,-2.2697395e-06,-3.1348177e-06,3.4328412e-05,3.5847133e-05,1.2216866e-05,0.0001066801,0.00014593583,9.658564e-05,0.00022459986,4.3780046e-06,-1.0418935e-05,2.2133978e-08,2.057295e-05,3.256855e-05,2.1167309e-05,-5.8388017e-05,-3.8321105e-05,-2.372992e-05,-1.752644e-05,-2.862855e-06,-3.0743806e-06,0.000550162,0.00035145707,0.00041427475
hsa:100133941,-0.0009373232,-0.0012418971,-0.0014247171,-0.0001615671,-0.00014969584,-0.00022611019,-0.00014186521,-1.0959845e-05,-2.4995787e-05,-0.00031867993,-0.00084850995,-0.0011143055,-1.777116e-06,-1.5113277e-05,-1.4064673e-05,-1.217945e-05,-0.00086124084,-0.00044042716,-0.00037785867,1.4182046e-06,2.154066e-06,2.2246463e-06,3.81666e-05,3.2878695e-05,6.1535193e-06,-0.0005702208,-0.000820948,-0.0013271176,-8.349138e-05,-3.2798423e-05,-3.560111e-05
hsa:302,1.19698e-06,2.3820778e-06,1.8801711e-06,5.8499406e-08,6.456953e-07,6.0725165e-07,9.782166e-07,-6.2604875e-07,-8.73845e-07,9.3879225e-07,1.1714134e-06,2.1413089e-07,-1.4166588e-07,-1.7082378e-07,-4.5539525e-07,-1.282891e-07,9.606572e-07,1.544394e-07,9.0355854e-08,-1.1217275e-06,-1.0552379e-06,-7.02616e-07,-3.8543374e-07,-2.6683233e-07,-2.9284609e-08,3.779626e-07,2.0766183e-07,3.7237305e-07,1.6094506e-05,1.4079297e-05,2.6160676e-05
hsa:5948,0.0,-4.114009e-05,-1.7077467e-05,-4.0588506e-07,-1.2379134e-06,-3.7124407e-06,-4.2522964e-07,0.0,0.0,-3.937536e-06,0.0,0.0,-1.2962481e-05,-0.00034020547,-5.3074e-05,-0.0,-1.8990084e-05,-3.2840549e-06,-3.8968778e-05,-0.0,-0.0,-5.968412e-05,-4.5416386e-06,-4.1356336e-05,-0.0,-3.239149e-07,-3.3540843e-07,-8.0574205e-07,3.0243136e-06,4.2455476e-06,1.1983113e-06
hsa:2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.625277e-07,0.0,-6.724315e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7648935e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa:390154,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hsa:25942,6.6126217e-06,1.4155142e-05,1.2377964e-05,-0.00015918167,-0.0001184903,-0.00011769208,-7.6858814e-05,0.00020327758,3.288347e-05,-7.998182e-06,-1.6422566e-05,3.2806714e-05,5.716e-07,-5.7567036e-06,-3.7269006e-06,-1.6204601e-06,-0.0036315434,-0.0017646238,-0.0023108323,-2.7203212e-06,-3.373887e-06,-3.6949946e-06,3.2708747e-06,3.200761e-06,5.721388e-05,-4.5562487e-05,-2.8117904e-05,-3.7602967e-05,-1.0901021e-05,-8.513335e-06,-1.6350448e-05
hsa:6550,9.407435e-05,0.0007898022,0.00094533374,-1.6231947e-05,-8.031796e-06,-8.85308e-05,2.6312295e-05,-6.3988086e-06,-1.179029e-05,1.9219015e-05,0.00044292342,0.00015269255,5.24967e-06,0.00018500551,0.00025666237,0.00016095587,0.0,9.252513e-06,9.654349e-05,0.00014831957,4.6573537e-06,9.193765e-06,2.7982198e-05,7.8277226e-05,2.9692335e-05,7.7267934e-05,0.00017189828,0.0017881197,-0.00023511563,-3.1232594e-05,-2.1559636e-05
hsa:391112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.889396e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa:6249,-1.5203918e-06,-2.357752e-06,-2.0039536e-06,-1.813593e-06,-3.6502609e-06,-3.3779688e-06,-5.3630206e-06,3.0381813e-07,7.143467e-07,-1.079386e-06,-7.213058e-07,-1.4520806e-06,-1.8218389e-06,-2.7640142e-06,-1.8755643e-06,-1.8888949e-06,4.227466e-07,1.485235e-07,1.2717621e-07,6.3362984e-07,9.347443e-07,4.360952e-07,3.3046742e-08,1.09915256e-07,4.5130058e-08,-4.04498e-06,-2.3350044e-06,-2.749709e-06,-3.7252394e-06,-2.962883e-06,-6.2545573e-06
hsa:390748,0.0,-6.764684e-07,-1.388184e-07,-2.7736524e-09,-1.1520009e-08,0.0,-3.4267707e-08,0.0,0.0,2.9273517e-07,1.3875931e-08,0.0,5.7658434e-10,1.7441758e-08,2.7663245e-09,0.0,-1.8808203e-07,-1.8865099e-07,-1.08386324e-07,2.7583527e-09,0.0,3.9396597e-09,3.3298686e-10,2.685923e-09,1.9921868e-10,1.6003103e-06,1.4532102e-06,0.0,1.8099344e-09,3.963223e-09,1.3064243e-08
hsa:221955,-1.8403181e-05,-8.788965e-05,-5.853704e-05,5.0522976e-06,5.9728886e-06,3.9904007e-06,6.0842954e-06,5.4418386e-08,-1.0480035e-08,-4.843591e-06,-4.083408e-06,-5.6094686e-06,-2.0480661e-07,-6.491259e-07,-1.6772469e-06,-5.2493897e-07,-1.1248286e-06,-6.0647113e-07,-9.599347e-07,-3.4518857e-06,-3.917858e-06,-3.4396012e-06,-1.18341084e-07,1.337057e-06,5.409917e-08,8.4774194e-07,2.3263068e-07,3.860523e-07,-4.358926e-05,-4.546779e-05,-3.9080296e-05
hsa:51209,-0.00012216409,1.4148917e-05,1.6598939e-05,-6.080676e-08,-3.0820325e-07,-2.991059e-07,-4.963329e-07,-6.527113e-07,-2.4223707e-08,6.985228e-06,1.1369112e-05,2.754843e-06,2.67325e-07,1.0956023e-07,3.3757357e-07,2.883738e-08,-1.1793626e-07,-1.535825e-08,-1.6159259e-08,-7.222891e-08,-1.825152e-08,-5.907871e-08,-1.0567207e-07,-5.4065218e-08,-7.4379165e-09,-9.637282e-08,-1.3217877e-07,-2.3891891e-07,3.1902377e-06,1.6027263e-06,3.2488074e-06
hsa:134864,0.0,0.0,0.0,0.0,-5.5962467e-08,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.5176433e-07,-0.0
hsa:2660,-2.50593e-06,-2.6286323e-06,-1.7616154e-06,4.234463e-07,6.821884e-07,1.2399084e-06,2.8174622e-06,3.0894814e-08,0.0,-8.832214e-06,-1.3983239e-05,-6.71085e-05,3.2325563e-06,2.0302996e-06,1.4461341e-06,3.9632394e-07,-1.4524902e-06,-1.021981e-05,-1.6529308e-05,1.1191724e-07,5.5309215e-08,5.7331984e-08,3.1854893e-07,3.9544537e-07,1.0774032e-08,5.28365e-07,2.2932561e-07,3.7782397e-07,-1.3473423e-06,-4.1977958e-07,-2.1015642e-06
hsa:23057,-0.0005284454,-0.00016897783,-0.00016150852,-1.1565729e-06,-4.2033412e-07,-5.764014e-07,-6.948871e-07,3.3191034e-05,9.825269e-05,-2.1674346e-06,-3.904815e-06,-2.2494971e-06,-0.00014358442,-0.0003114329,-0.0003133717,-0.00019065576,-5.0620678e-05,-5.3504766e-05,-0.00013334154,-0.00016393898,-9.762053e-05,-4.658147e-05,-3.688143e-06,-1.912096e-06,-3.5381796e-05,-3.680632e-05,-0.00021961117,-0.0001076298,-7.516519e-05,-1.9567724e-05,-3.6282632e-05
hsa:4726,-2.9624449e-05,-0.000112726135,-6.860242e-05,1.2854564e-06,2.3102148e-06,5.6455366e-07,3.894556e-06,-9.623648e-06,-3.675442e-06,1.5540068e-05,1.0174005e-05,1.2998567e-05,1.3928059e-05,1.242908e-05,1.8500812e-05,1.0164876e-05,-2.1536398e-06,5.5262115e-07,7.180133e-07,1.2160351e-05,1.563667e-05,1.2070668e-05,-6.8154122e-06,-2.3936422e-05,-1.4545452e-05,4.295038e-06,3.1103912e-06,1.9496322e-06,2.4572214e-06,2.7932347e-06,4.7964463e-06
hsa:808,-0.00261965,-0.001810953,-0.0015835623,-0.00054337934,-0.00047740366,-0.00039665547,-0.00041209112,0.00044670718,0.00070677017,0.004363776,0.0030769687,0.0020606099,-0.0013354715,-0.00030517907,2.7836668e-05,-0.00032314577,0.0028667997,-0.0003322199,0.000685028,0.0060052504,0.017670633,0.013580404,-0.00024377643,0.0007277252,0.0020162659,0.002314834,0.0006731377,0.003226494,-0.0013998563,-0.0007967774,-0.00071067305
hsa:1138,-3.7002977e-08,-5.475596e-07,-1.9006092e-07,8.751084e-07,1.5734205e-06,1.723628e-06,1.0252164e-06,-4.7660833e-05,-6.848773e-05,4.6379355e-06,5.3428466e-06,1.2676628e-05,-0.00012396171,-3.8235605e-05,-6.596773e-05,-1.33989115e-05,1.970165e-06,2.2430736e-06,1.3908361e-06,-1.6990603e-08,-7.198653e-08,-6.046766e-08,4.744817e-08,1.09912214e-07,-5.5525287e-08,-8.352209e-05,-4.9188002e-05,-4.967419e-05,-4.5786232e-06,-4.3566943e-06,-3.1134414e-06
hsa:64750,-7.6538294e-05,-0.00016824507,-0.00018995703,0.0009057241,0.0007880233,0.00073204533,0.0006529448,-0.0005949056,-0.00020706601,-7.162271e-05,-8.6173764e-05,-0.0001791636,0.00044093534,7.793232e-05,0.00014453799,5.8856756e-05,0.00025454335,0.00027568318,0.0004222277,-3.390176e-05,-7.4006304e-05,-2.8964192e-05,0.00010211534,0.00019495719,0.00020198732,-5.8110345e-05,-8.17771e-05,-5.110469e-05,0.00024258994,0.00040712062,0.0003068273
hsa:219437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hsa:29990,-0.0013424614,-0.010110898,-0.0071596513,1.153883e-05,5.7857535e-05,0.00011813446,0.00017914969,-2.9969671e-05,-1.0980451e-05,0.00042194343,8.3159255e-05,-0.00018903229,-0.0014073588,-0.0014884853,-0.0021149348,-0.0011799529,0.001554598,0.0045489585,0.0031806598,-0.0021066752,-0.0016998819,9.612168e-06,-0.0008521223,-0.021564627,-0.0014167225,3.0485024e-05,7.824565e-05,4.158013e-05,-0.00087226543,-0.0008357081,-6.0510112e-05
hsa:6091,-3.4021872e-07,-6.039813e-07,-5.531051e-07,-5.1545744e-08,-9.157946e-08,-7.068292e-08,-1.17795835e-07,-4.574138e-09,-7.473039e-09,-3.211147e-06,-3.940401e-06,-1.427145e-05,3.670827e-07,9.0189974e-07,1.0537666e-06,1.3129984e-06,8.9051923e-07,2.3749072e-07,6.7644794e-07,-1.308712e-06,-3.0732074e-06,-1.1448169e-06,-6.2377277e-09,-1.0277613e-07,4.6984856e-09,-1.08018284e-07,-9.549458e-08,-6.092753e-08,-1.12110484e-07,-9.0766164e-08,-1.5578127e-07
hsa:3183,-3.7001723e-07,-9.396408e-07,-7.848004e-07,1.4161062e-06,1.2373375e-06,1.6539609e-06,9.156843e-07,1.9882076e-07,1.6128745e-07,-2.1565998e-07,-1.8439977e-07,3.3575716e-08,9.4478713e-07,1.0753251e-06,5.570778e-07,6.679902e-07,7.8869425e-07,3.7240605e-07,2.4169705e-07,1.6297375e-07,2.2816053e-07,1.3521189e-07,2.079546e-08,1.0870299e-07,1.9853623e-08,-1.7777533e-07,-1.1267189e-07,-1.2431262e-07,-6.3891457e-07,-5.778094e-07,-1.0407828e-06
hsa:5437,0.00022443742,0.00023319534,0.00023038064,0.00045413838,0.00030268478,0.0002365882,0.00024238114,7.213698e-05,6.185009e-05,1.7115359e-05,1.4802053e-05,6.5425843e-06,-0.00015786377,-0.0004921946,-0.00027115995,-0.0005916938,-1.3979728e-06,-3.442187e-07,-2.9481964e-07,2.9911735e-05,4.1159514e-05,2.6967264e-05,-2.0966527e-06,-4.312024e-05,-4.9823275e-06,-8.9984087e-07,4.9004336e-07,-1.6488344e-06,0.00036759887,0.0003077933,0.00045938583
hsa:135250,-1.0935606e-08,5.2982944e-07,4.543332e-07,1.3213659e-07,2.305198e-07,0.0,4.0264598e-07,-5.284175e-09,-8.004303e-09,2.3572115e-06,6.9444513e-06,2.7297006e-06,-8.3382705e-09,-9.1047045e-09,-6.86569e-09,-1.711547e-08,5.48348e-08,1.7275909e-07,1.4792802e-07,1.412829e-05,2.8278908e-05,1.987089e-05,3.7068197e-08,1.3680467e-07,3.737046e-09,7.036624e-07,8.486606e-07,6.8117083e-07,4.3829928e-06,3.948866e-06,3.4007621e-06
hsa:5833,-5.8057776e-06,6.2167936e-07,1.4881624e-06,1.2064574e-05,-1.1528357e-05,-1.6346874e-05,-2.7666027e-05,-0.00021756745,-0.0018286399,0.00019183903,6.405068e-05,-2.566042e-06,0.00025712216,0.0005452109,1.0968535e-05,0.00044157667,-0.0003087627,-0.00023058981,-0.0006052628,5.0561866e-06,3.9254383e-06,5.370208e-06,0.0005247095,0.0042231088,0.0034295728,0.00018412666,1.66954e-05,0.0007049821,8.0993945e-05,4.5639197e-05,0.0001443679
hsa:51103,1.8096874e-07,5.22121e-06,3.9329484e-06,1.4954891e-07,3.1916784e-07,2.4876806e-07,4.787376e-07,-4.907935e-08,4.9131387e-08,1.772634e-05,1.6340091e-05,1.1673189e-05,-1.5816056e-08,-1.0481623e-08,-2.3821519e-08,-1.617164e-09,1.6276798e-07,9.182346e-08,2.0670079e-07,6.625754e-08,1.4090743e-07,3.8415482e-08,-4.8332915e-08,-1.5543785e-07,-8.965991e-08,7.0922516e-07,3.9056113e-07,6.91548e-07,5.0122335e-06,4.6563046e-06,8.165125e-06
hsa:89953,1.6070037e-07,-9.823044e-07,-7.501989e-07,3.0244914e-07,-7.3208025e-07,-6.8974094e-07,-1.0695442e-06,5.392114e-08,6.6541367e-07,-8.1394876e-07,-7.24382e-07,-4.3283123e-07,5.6514295e-07,4.4203898e-07,1.5114792e-06,4.3734084e-07,-3.8342623e-07,-1.6823903e-07,-1.2710333e-07,-6.054011e-07,-6.0419507e-07,-4.338529e-07,1.01015395e-07,8.775612e-08,2.1013756e-08,2.3682858e-06,1.4022495e-06,1.2044572e-06,2.109024e-06,1.689287e-06,2.8757033e-06
hsa:2218,0.00012770237,0.000112311805,0.00012431227,5.7958523e-06,6.889699e-06,4.3456607e-06,8.94688e-06,-1.5796303e-07,-5.8383916e-06,-4.023294e-05,-8.809506e-05,-1.0570895e-05,-8.728021e-05,-3.3988952e-05,-7.857915e-06,-8.3344596e-05,-7.327279e-06,-1.7668984e-06,-1.5905682e-06,2.654694e-06,4.5435104e-06,2.7105816e-06,-2.1967795e-05,-0.00010222576,-4.5352313e-05,1.3766933e-05,4.2356646e-06,2.1665706e-05,-2.5753903e-05,-1.6466907e-05,-3.2707267e-05
hsa:10681,-0.00080541393,-0.00017069501,-0.00037081473,-3.7345849e-06,6.9175867e-06,9.914325e-06,1.0967865e-05,-2.8009026e-05,7.0444485e-06,-0.0007140971,-0.0012602799,-0.000851065,-3.5828103e-05,-1.5621019e-05,9.586229e-06,-1.4651888e-06,-0.0008989929,-7.41415e-05,-0.00037927422,-0.0001708951,-0.0002706533,-0.0005378277,-0.0015614242,-0.00018288965,-0.0013344133,1.1877354e-05,-4.1424215e-07,7.120145e-06,1.9616222e-05,1.6422404e-05,2.6595932e-05
hsa:23463,7.3201477e-07,3.136668e-07,2.531478e-07,2.7397814e-08,5.603564e-07,4.187962e-07,4.162604e-07,1.1520417e-06,6.088677e-06,4.51024e-05,-1.835536e-05,-3.2597256e-06,-5.7609897e-05,-0.00015860272,-0.00010253125,-0.00011119995,1.135847e-05,6.883987e-06,1.2949303e-05,0.00016510148,0.00025174444,0.00013572097,6.574535e-05,4.570048e-05,-1.7447624e-05,-6.784556e-07,-5.674545e-07,-4.0750783e-07,3.9502005e-08,9.9796374e-08,6.969201e-07
hsa:661,-0.00011931505,-7.3810814e-05,-8.45469e-05,-0.00025602986,-0.00028595727,-0.00020382144,-0.00022169942,-3.812457e-05,-2.5469282e-05,6.2405998e-06,7.345136e-06,3.4073696e-06,-6.3331565e-05,-0.00017904557,-9.757874e-05,-0.00026767168,9.215816e-06,3.234004e-06,6.2003087e-06,2.946174e-05,3.9725637e-05,2.5698677e-05,2.2309992e-05,4.1470004e-05,2.5680232e-05,-2.2904715e-06,-3.599693e-06,-1.7325417e-06,-2.1852004e-05,-2.1434586e-05,-2.5662173e-05
hsa:6898,0.0,-5.964199e-07,-3.530069e-06,-3.378731e-06,0.0,0.0,-6.3680236e-06,4.499574e-06,0.0,-2.0802192e-06,-2.5252451e-05,-3.873055e-06,-2.951216e-06,-1.9475101e-05,-1.6429107e-05,-9.968321e-06,-2.5302725e-06,0.0,-8.08048e-06,-1.1734107e-05,0.0,-2.291717e-06,-7.5198725e-05,0.0,-5.5619308e-05,-2.1724916e-05,-0.000110003224,-8.204323e-06,-1.3076941e-07,0.0,-2.7297196e-08
hsa:348327,-8.668513e-08,-1.9608936e-07,-1.7445169e-07,-2.4490512e-09,-3.1303315e-08,-2.5681672e-08,-3.1222385e-08,-8.369245e-08,-7.905579e-08,-2.9961768e-07,-4.0055303e-07,-4.070558e-07,5.509056e-08,1.95694e-08,7.195532e-08,2.7257697e-08,-7.575532e-09,-3.3737346e-09,-1.3754727e-09,-1.033556e-08,-1.1389506e-08,-5.660337e-09,-2.5974385e-08,-1.0607854e-08,-1.4933738e-08,1.5383578e-07,1.5080509e-07,1.6075823e-07,6.399575e-09,7.317088e-09,8.177934e-09
hsa:10239,4.1713206e-06,1.062733e-05,7.978496e-06,7.062641e-08,1.9220404e-07,1.8422988e-07,3.2591933e-07,-1.846494e-07,-1.8341483e-07,-1.5048964e-07,-1.5876134e-07,-7.202578e-08,5.817314e-09,-9.73818e-07,-7.7608166e-07,-7.0083587e-07,-1.323696e-06,-5.0598186e-07,-6.8245294e-07,-1.4371241e-06,-1.7411897e-06,-1.0602907e-06,-1.9074626e-09,-7.4015443e-09,-1.3069128e-09,-3.2974563e-06,-2.4544413e-06,-3.3366557e-06,1.2642882e-07,1.05284684e-07,1.8302423e-07
hsa:4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
hsa:1789,2.419628e-05,3.6224512e-06,3.0755177e-06,-2.6732168e-05,-2.170113e-05,-7.502996e-05,-5.4539832e-05,-4.447812e-05,-0.00038007542,5.2110323e-07,4.6061945e-07,4.797001e-07,6.420941e-07,6.393902e-07,1.705e-06,-1.7027675e-07,-1.0834062e-05,-3.7844587e-05,-0.00015200578,8.812465e-06,1.8440773e-05,1.1204912e-05,2.6742548e-06,3.1137267e-06,9.305241e-06,-3.5657326e-08,1.10382224e-07,2.0168285e-08,8.358296e-08,3.8990056e-08,1.5277205e-07
hsa:1938,6.3199564e-06,4.4944563e-06,4.2173892e-06,-3.2888959e-06,-1.1127837e-05,-1.6700214e-05,-2.0347758e-05,4.5832658e-07,2.9273549e-08,-3.689602e-05,-2.1038466e-05,-3.649938e-05,-7.800865e-05,-6.832171e-05,-4.9537073e-05,-7.611373e-05,-0.0001971821,-6.7609915e-05,-5.6601093e-05,1.6339105e-05,3.2242497e-05,1.9298845e-05,2.1929666e-06,7.827863e-06,3.5231983e-06,4.2663473e-06,2.8254858e-06,2.5277157e-06,-1.4489349e-06,-2.0713248e-06,-4.0623243e-07
hsa:84455,-0.00028372067,-3.1274754e-05,-2.151546e-05,1.0456394e-06,5.0421367e-08,1.2858598e-06,1.4248344e-06,-8.367664e-06,-1.3072245e-05,3.565423e-07,4.2700836e-07,5.5618096e-07,0.0003443136,5.8040274e-05,6.941068e-05,2.1915486e-05,-3.6465804e-05,-2.1721908e-05,-2.7225527e-05,-2.5048428e-05,-4.1413572e-05,-2.0888961e-05,-3.685667e-05,-4.9088052e-05,-4.0851886e-05,-3.166815e-05,-2.0373174e-05,-3.0536772e-05,-0.0005671949,-0.00060744095,-0.00078255456
