Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_ADRN,0.5_sum_MES,0.6_sum_ADRN,0.6_sum_MES,0.7_sum_ADRN,0.7_sum_MES,0.8_sum_ADRN,0.8_sum_MES,0.9_sum_ADRN,0.9_sum_MES,1_sum_ADRN,1_sum_MES,
hsa:09101,5.06924295425415,5.06924295425415,5.06924295425415,5.0085015296936035,5.0085015296936035,0.0,1.2831053733825684,1.2831053733825684,1.2831053733825684,1.2840518951416016,1.2840518951416016,0.0,1.052100658416748,0.23100444674491882,1.052100658416748,0.23100444674491882,1.052100658416748,0.23100444674491882,1.0475196838378906,0.23653221130371094,1.0475196838378906,0.23653221130371094,0.0,0.0,
hsa:09101_residual,0.12723293900489807,0.12723293900489807,0.12723293900489807,0.12492837011814117,0.12492837011814117,0.0,0.12349433451890945,0.12349433451890945,0.12349433451890945,0.12406374514102936,0.12406374514102936,0.0,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1030765101313591,0.02098724991083145,0.1030765101313591,0.02098724991083145,0.0,0.0,
hsa:09102,2.96983003616333,2.96983003616333,2.96983003616333,2.914168119430542,2.914168119430542,0.0,-1.1462877988815308,-1.1462877988815308,-1.1462877988815308,-1.131414771080017,-1.131414771080017,0.0,-0.606724202632904,-0.5395635962486267,-0.606724202632904,-0.5395635962486267,-0.606724202632904,-0.5395635962486267,-0.6201043128967285,-0.511310338973999,-0.6201043128967285,-0.511310338973999,0.0,0.0,
hsa:09102_residual,0.12723293900489807,0.12723293900489807,0.12723293900489807,0.12492837011814117,0.12492837011814117,0.0,0.12349433451890945,0.12349433451890945,0.12349433451890945,0.12406374514102936,0.12406374514102936,0.0,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1030765101313591,0.02098724991083145,0.1030765101313591,0.02098724991083145,0.0,0.0,
hsa:09103,11.288143157958984,11.288143157958984,11.288143157958984,11.121198654174805,11.121198654174805,0.0,10.819709777832031,10.819709777832031,10.819709777832031,10.864978790283203,10.864978790283203,0.0,9.13904094696045,1.6806683540344238,9.13904094696045,1.6806683540344238,9.13904094696045,1.6806683540344238,9.078205108642578,1.7867746353149414,9.078205108642578,1.7867746353149414,0.0,0.0,
hsa:09103_residual,0.12723293900489807,0.12723293900489807,0.12723293900489807,0.12492837011814117,0.12492837011814117,0.0,0.12349433451890945,0.12349433451890945,0.12349433451890945,0.12406374514102936,0.12406374514102936,0.0,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1030765101313591,0.02098724991083145,0.1030765101313591,0.02098724991083145,0.0,0.0,
hsa:09104,1.4833619594573975,1.4833619594573975,1.4833619594573975,1.4541068077087402,1.4541068077087402,0.0,0.7171891927719116,0.7171891927719116,0.7171891927719116,0.7237510681152344,0.7237510681152344,0.0,0.9419224262237549,-0.22473323345184326,0.9419224262237549,-0.22473323345184326,0.9419224262237549,-0.22473323345184326,0.9345411658287048,-0.21079017221927643,0.9345411658287048,-0.21079017221927643,0.0,0.0,
hsa:09104_residual,0.12723293900489807,0.12723293900489807,0.12723293900489807,0.12492837011814117,0.12492837011814117,0.0,0.12349433451890945,0.12349433451890945,0.12349433451890945,0.12406374514102936,0.12406374514102936,0.0,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1030765101313591,0.02098724991083145,0.1030765101313591,0.02098724991083145,0.0,0.0,
hsa:09105,6.3869781494140625,6.3869781494140625,6.3869781494140625,6.297924518585205,6.297924518585205,0.0,2.496246337890625,2.496246337890625,2.496246337890625,2.543062448501587,2.543062448501587,0.0,2.056305170059204,0.4399412274360657,2.056305170059204,0.4399412274360657,2.056305170059204,0.4399412274360657,2.0781610012054443,0.4649013876914978,2.0781610012054443,0.4649013876914978,0.0,0.0,
hsa:09105_residual,0.12723293900489807,0.12723293900489807,0.12723293900489807,0.12492837011814117,0.12492837011814117,0.0,0.12349433451890945,0.12349433451890945,0.12349433451890945,0.12406374514102936,0.12406374514102936,0.0,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1039440780878067,0.019550250843167305,0.1030765101313591,0.02098724991083145,0.1030765101313591,0.02098724991083145,0.0,0.0,
hsa:09106,5.058377265930176,5.058377265930176,5.058377265930176,5.017291069030762,5.017291069030762,0.0,3.9851956367492676,3.9851956367492676,3.9851956367492676,3.947183847427368,3.947183847427368,0.0,3.345569372177124,0.6396268606185913,3.345569372177124,0.6396268606185913,3.345569372177124,0.6396268606185913,3.3143463134765625,0.6328381299972534,3.3143463134765625,0.6328381299972534,0.0,0.0,
