metric,test,val,train,
acc,0.9299999999999999,0.98,0.9499099467867376,
f1,0.9299929992999301,0.98,0.9499182192052831,
loss,0.37734946608543396,0.35267171263694763,0.37013885378837585,
sens,0.930172068827531,0.98,0.9502416844174997,
spec,0.9299999999999999,0.98,0.9499099467867376,
mcc,0.8601720516172061,0.96,0.9001515700757253,
ep,11
