metric,test,val,train,
acc,0.8433403805496829,0.8285181733457596,0.9148753551616831,
f1,0.8441971383147854,0.8328584995251662,0.9162072322994912,
loss,0.46863308548927307,0.49182969331741333,0.4190507233142853,
sens,0.8452380952380952,0.8439024390243903,0.9178647474661443,
spec,0.8433403805496829,0.8285181733457596,0.9148753551616831,
mcc,0.688575860742432,0.6722446015475144,0.8327347369110133,
ep,11
