metric,test,val,train,
acc,1.0,1.0,1.0,
f1,1.0,1.0,1.0,
loss,0.31404218077659607,0.31404146552085876,0.3140380084514618,
sens,1.0,1.0,1.0,
spec,1.0,1.0,1.0,
mcc,1.0,1.0,1.0,
ep,11
