metric,test,val,train,
acc,0.9202898550724637,0.936046511627907,1.0,
f1,0.9202521670606777,0.9360270498732037,1.0,
loss,0.44494783878326416,0.431682288646698,0.3843987286090851,
sens,0.9210858585858586,0.936577771761202,1.0,
spec,0.9202898550724637,0.936046511627907,1.0,
mcc,0.8413753371192062,0.8726241216715402,1.0,
ep,14
