metric,test,val,train,
acc,0.9289795918367347,0.95,0.9385714285714286,
f1,0.9291773122125703,0.95,0.9385050391136553,
loss,0.39625802636146545,0.3882426917552948,0.3869313597679138,
sens,0.9310910582444627,0.95,0.9404735551893484,
spec,0.9289795918367347,0.95,0.9385714285714286,
mcc,0.860068058260916,0.9,0.8790429257944766,
ep,10
