metric,test,val,train,
acc,0.9782608695652174,0.9883720930232558,1.0,
f1,0.9782505910165484,0.9883705206220419,1.0,
loss,0.4008820950984955,0.39508718252182007,0.3855879604816437,
sens,0.9791666666666667,0.9886363636363636,1.0,
spec,0.9782608695652174,0.9883720930232558,1.0,
mcc,0.9574271077563381,0.9770084209183945,1.0,
ep,16
