metric,test,val,train,
acc,0.9705882352941176,0.9571428571428571,0.9545454545454546,
f1,0.8848484848484849,0.8776119402985074,0.8683473389355743,
loss,0.35216498374938965,0.37458521127700806,0.35862162709236145,
sens,0.8333333333333333,0.8333333333333333,0.8225806451612903,
spec,0.9705882352941176,0.9571428571428571,0.9545454545454546,
mcc,0.7921180343813395,0.7807200583588265,0.7658395810674835,
ep,8
