,median,median_perc,mean,std,min,max,over_threshold,names
f5_rnd,0.01546109975,2.4343107236974566,0.03784668622929461,0.05250456030176134,0.0,0.35410056,False,ilmn_id
f7_rnd,0.0112292855,1.7680223628406737,0.025362394501215753,0.03388484177249452,0.0,0.24934547,False,ilmn_id
f6_rnd,0.024064204999999998,3.7888477039774577,0.03785376439902489,0.04810614782171046,0.0,0.3496924,False,ilmn_id
f2,0.071329752,11.230687533225447,0.13000388562867207,0.1541253942866802,0.0,0.6731201,False,ilmn_id
f3,0.042048619999999995,6.620447978332157,0.10417642023058095,0.14146636641438856,0.0,0.81258655,False,ilmn_id
f8_rnd,0.005133401750000001,0.8082410133258657,0.015577298091020755,0.02593083261753858,0.0,0.2602362,False,ilmn_id
f4,0.122362585,19.2656769350991,0.17404556228093976,0.18401750777889067,0.0,0.76772827,False,ilmn_id
f1,0.3435036,54.08376574950186,0.35748386045456465,0.21414136280315635,0.0,0.87658817,True,ilmn_id
