,median,median_perc,mean,std,min,max,over_threshold,names
logic2,0.3386694,42.6077418430506,0.3386430766847195,0.17927740500053832,0.0,0.81750286,False,logic2_name
logic_rnd,0.0,0.0,0.03733032545023209,0.06523763640891501,0.0,0.6059364,False,logic_rnd_name
logic1,0.45618474,57.392258156949396,0.4319657782624757,0.2138453607714,0.0,0.9422366,False,logic1_name
