,median,median_perc,mean,std,min,max,over_threshold,names
logic2,0.33752776500000004,45.507102578986434,0.26785532263315337,0.24802097306171694,0.0,0.8994876,False,logic2_name
logic_rnd,0.0073061533500000005,0.9850504297217011,0.03720446862543573,0.05209190817333948,0.0,0.31056213,False,logic_rnd_name
logic1,0.396869565,53.50784699129187,0.33933475050933626,0.27160389435069804,0.0,0.8748758,False,logic1_name
