,116,406,114,952,646,286,580,673,339,235,501,753,873,717,423,841,603,273,851,631,267,39,467,363,763,629,953,265,823,735,291,269,643,473,51,973,325,775,665,285,213,845,359,85,385,943,65,813,591,441,679,43,623,756,196,760,146,828,100,45,585,487,579,375,621,417,537,703,197,101,163,899,733,111,505,917,469,569,547,605,165,299,59,985,257,695,713,793,11,533,93,519,949,821,309,447,243,947,671,529,785,185,225,219,327,405,916,40,6,769,741,479,815,567,645,791,521,279,129,587,797,651,167,613,415,271,245,289,139,91,69,907,395,295,807,659,705,159,511,109,233,833,135,963,889,555,929,7,589,437,561,259,655,127,915,207,654,46,737,153,789,701,635,71,573,937,33,427,347,13,517,571,719,133,477,543,771,923,403,261,183,887,955,809,723,983,247,859,829,959,767,151,491,583,805,979,21,825,619,83,201,515,792,540,692,538,808,311,221,353,125,609,123,725,373,205,35,55,715,413,611,239,677,639,939,1,837,399,777,497,227,669,693,509,121,377,361,969,649,277,545,435,897,523,853,683,451,275,857,863,281,107,801,781,317,305,485,718,326,802,780,689,193,961,749,391,607,425,345,483,463,773,531,351,697,581,75,747,297,355,707,113,601,881,313,177,885,927,41,549,711,369,329,341,827,95,421,895,383,149,883,847,835,37,903,161,617,389,215,141,396,748,668,712,254,755,867,401,575,147,871,287,331,321,171,945,431,241,503,237,957,379,103,343,559,209,685,921,407,155,319,63,911,553,925,919,891,691,381,783,699,283,365,493,865,751,199,475,879,9,552,716,680,722,488,989,721,507,49,661,429,87,987,27,181,971,795,99,625,527,249,117,471,535,47,901,323,675,633,981,761,681,293,255,195,765,393,577,993,811,457,905,739,593,223,759,15,687,145,119,387,449,307,456,510,814,278,849,551,217,433,935,997,861,61,3,757,931,371,819,453,525,459,443,5,731,169,173,357,787,97,877,397,933,89,367,23,743,991,557,855,637,893,875,409,419,315,251,803,489,995,179,333,627,990,510,16,718,612,191,155,97,351,789,555,219,157,229,483,751,59,277,795,339,431,341,367,135,743,315,641,609,653,723,67,33,37,9,811,249,405,563,179,841,349,955,83,407,185,71,807,919,725,283,537,777,753
output_module,-0.055188395,-0.07127762,0.44952282,0.32017118,0.49625802,0.42284012,0.37651032,0.335594,-0.50663936,0.25276673,-0.15649,0.5088872,-0.19787684,0.51618093,0.52530503,0.6033304,0.42290008,0.1509741,0.48000872,0.5779156,0.5112381,0.58752036,0.56347317,0.49853453,0.610793,0.0449294,0.8224265,0.6693424,0.44342768,0.39080417,0.2227189,0.2474794,0.1928713,0.50352,-0.97878563,-0.0020178854,0.44453034,0.6488906,0.50247097,0.5407561,0.40081725,0.14196594,0.5784076,0.5431533,0.5248595,0.5110681,0.43522888,0.5391171,0.49886626,0.4408973,0.077523395,0.351457,0.55323756,0.9078127,1.0,0.4914341,0.78433186,0.9180728,0.8828989,0.9176941,0.91707623,0.9197654,0.9299557,0.92213756,0.92018276,0.9226386,0.9182041,0.9179617,0.91536164,0.9171411,0.91784286,0.91754204,0.9173973,0.9180492,0.964054,0.91645133,0.97807646,0.933163,0.9739787,0.9168233,0.92031115,0.91716176,0.9181173,1.0,0.9201155,0.93537724,0.92669106,0.9281466,0.91727835,0.91810495,0.93040895,0.91944575,0.9213447,0.9180348,0.95535123,0.91739815,0.9177274,0.9175145,0.9182299,0.9161337,0.92688245,0.91884875,0.91739726,0.937698,0.9168794,0.9278959,0.80969155,0.80556136,0.8042369,0.85087895,0.8180207,0.81403816,0.8115157,0.8033467,0.80343944,1.0,0.82012784,0.8269222,0.81273305,0.81718695,0.810182,0.81094426,0.8082064,0.8157395,0.81054413,0.79969394,0.79541254,0.80769676,0.84955597,0.81331116,0.8037021,0.79583436,0.80511045,0.808833,0.8087797,0.8116389,0.8109391,0.81194246,0.8161257,0.8047754,0.80825484,0.81033564,0.81723785,0.843706,0.83659303,0.7811313,0.88582534,0.8073154,0.84271944,0.816061,0.8138036,0.8084407,0.8141831,0.80831754,0.8213967,0.84803164,0.8392258,0.99999994,0.9959895,0.9811858,0.9871142,1.0,0.98499024,0.9824052,0.9839573,0.98886263,1.0,0.99779433,0.9940679,0.98129624,0.98212945,0.9616118,1.0,0.98694915,0.9655461,0.97663903,0.99999994,0.98135394,0.9713136,0.98947847,0.9713245,0.9853065,0.96107733,1.0,0.9849458,0.9919993,0.9534626,0.9990887,0.97781813,0.9966131,0.9973427,0.98749614,0.9916161,0.98072124,0.99204093,0.9306179,0.9735362,1.0,0.98309475,0.9702995,0.99999994,0.98274934,1.0,1.0,1.0000001,1.0,0.41731197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0000001,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64533424,1.0,1.0000001,1.0,0.99999994,1.0000001,1.0,1.0,0.99999994,1.0,1.0,0.97622776,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0000001,0.99999994,0.99999994,0.99999994,0.99999994,1.0,0.99999994,1.0,0.997144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86804247,0.96307504,1.0000001,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45288637,-0.6451838,0.3305375,0.42644492,0.60236853,0.7195134,0.6410221,-0.12601003,0.6340998,0.8334913,0.6216545,0.7741632,0.6244017,0.6215307,0.8745412,0.69262,0.8429216,0.68605834,0.9796257,0.6270308,0.6421927,0.6248362,0.7833312,0.65863234,0.67761576,0.72863585,0.901916,0.6866117,0.7006006,0.92075515,0.6738018,0.6213138,0.8432663,0.62756836,0.6232848,-0.01682666,0.6261893,0.70219636,0.7209665,0.8099218,0.7906991,0.6361234,0.6946987,0.8107437,0.88064086,0.6951064,0.6993207,0.93187207,0.91715336,0.6252829,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,1.0,0.99999994,0.99999994,1.0,1.0,1.0,0.99999994,0.99999994,1.0,0.99999994,0.9999999,1.0,1.0,1.0,0.8314701,0.99999994,1.0,1.0000001,0.99999994,1.0,0.99999994,1.0,1.0,0.99999994,0.99999994,1.0,1.0,0.99999994,1.0,1.0000001,1.0,1.0,0.99999994,1.0,0.8469335,0.99999994,1.0,1.0,1.0,1.0,0.87464005,1.0,0.6745753,0.9999999,1.0,1.0,1.0,1.0,0.99999994,1.0,0.99999994,1.0000001,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,0.9999999,1.0,1.0,1.0,0.99999994,0.99999994,0.99999994,0.21642013,1.0,-1.0,0.09227289,0.18855615,0.5228542,0.6343913,0.5107362,0.5570709,0.5493163,0.60140365,0.47649658,0.5328065,0.55179286,0.43314537,0.4609136,0.5522127,0.5564493,0.55190337,0.6430979,0.49101624,0.5963974,0.5474511,0.6882391,0.548248,0.65498495,0.54354876,-0.0054699183,0.28800407,0.5502649,0.55282927,0.5456031,0.54936343,0.5011947,0.4382943,0.5430666,0.469277,0.5366399,0.535099,0.55222934,0.5508062,0.54899764,0.36267665,0.54908484,0.51235706,0.4900876,0.3949301,0.266846,0.54069114,0.5079417,0.54491687,0.5535644,0.55201995
