metric,test,val,train,
acc,1.0,1.0,1.0,
f1,1.0,1.0,1.0,
loss,0.31335264444351196,0.3133526146411896,0.31335243582725525,
sens,1.0,1.0,1.0,
spec,1.0,1.0,1.0,
mcc,1.0,1.0,1.0,
ep,11
