metric,test,val,train,
acc,0.9299999999999999,0.95,0.9470609905853459,
f1,0.9299369432489241,0.9499198717948718,0.9470655054903445,
loss,0.39703428745269775,0.3751366436481476,0.368221640586853,
sens,0.9315535929345644,0.9528985507246377,0.9471049141135437,
spec,0.9299999999999999,0.95,0.9470609905853459,
mcc,0.8615521921784256,0.9028938981432689,0.8941659036200762,
ep,11
