metric,test,val,train,
acc,0.8695652173913044,0.9244186046511628,1.0,
f1,0.8695378151260504,0.9244160497583072,1.0,
loss,0.4849676489830017,0.4425329267978668,0.38562333583831787,
sens,0.8698759722514189,0.9244759972954699,1.0,
spec,0.8695652173913044,0.9244186046511628,1.0,
mcc,0.7394411243443678,0.8488946000065123,1.0,
ep,17
