metric,test,val,train,
acc,0.8333333333333333,0.9166666666666667,0.9916666666666667,
f1,0.8864864864864865,0.9475032010243278,0.9707983193277311,
loss,0.4857357144355774,0.4021177887916565,0.3242325186729431,
sens,0.9736842105263157,0.9861111111111112,0.9523809523809523,
spec,0.8333333333333333,0.9166666666666667,0.9916666666666667,
mcc,0.7947194142390263,0.9001028747788694,0.943229844567346,
ep,11
