metric,test,val,train,
acc,1.0,0.9166666666666667,0.9959016393442623,
f1,1.0,0.9472990777338604,0.9851218740107629,
loss,0.3200005292892456,0.4139215648174286,0.31878378987312317,
sens,1.0,0.9857142857142858,0.975,
spec,1.0,0.9166666666666667,0.9959016393442623,
mcc,1.0,0.8997354108424374,0.9706766272833081,
ep,17
