Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_False_strg,0.5_sum_True_strg,0.6_sum_False_strg,0.6_sum_True_strg,0.7_sum_False_strg,0.7_sum_True_strg,0.8_sum_False_strg,0.8_sum_True_strg,0.9_sum_False_strg,0.9_sum_True_strg,1_sum_False_strg,1_sum_True_strg,
f1,194.39724731445312,186.46371459960938,176.94606018066406,167.71701049804688,152.98167419433594,0.0,50.44456481933594,49.05992889404297,46.76995849609375,45.68974685668945,43.29964828491211,0.0,118.24787902832031,-67.80330657958984,113.58877563476562,-64.52885437011719,107.68496704101562,-60.91501235961914,102.5413589477539,-56.85161209106445,94.00244903564453,-50.70280456542969,0.0,0.0,
f1_residual,12.783670425415039,12.414345741271973,12.01058292388916,11.625189781188965,10.886249542236328,0.0,1.2001795768737793,1.0849931240081787,1.1069824695587158,1.07999849319458,1.1425752639770508,0.0,4.957815170288086,-3.7576358318328857,4.715559482574463,-3.630566358566284,4.524672508239746,-3.4176900386810303,4.318484306335449,-3.238485813140869,4.027454376220703,-2.8848791122436523,0.0,0.0,
f2,77.28450012207031,75.04490661621094,71.73138427734375,70.42412567138672,65.6768569946289,0.0,27.6845760345459,27.791358947753906,29.251935958862305,28.657297134399414,28.529109954833984,0.0,20.33174705505371,7.352827548980713,20.468994140625,7.322363376617432,21.081859588623047,8.17007827758789,20.886741638183594,7.770557403564453,19.989648818969727,8.539460182189941,0.0,0.0,
f2_residual,12.783670425415039,12.414345741271973,12.01058292388916,11.625189781188965,10.886249542236328,0.0,1.2001795768737793,1.0849931240081787,1.1069824695587158,1.07999849319458,1.1425752639770508,0.0,4.957815170288086,-3.7576358318328857,4.715559482574463,-3.630566358566284,4.524672508239746,-3.4176900386810303,4.318484306335449,-3.238485813140869,4.027454376220703,-2.8848791122436523,0.0,0.0,
f3,136.05511474609375,133.7195281982422,131.650634765625,128.08670043945312,120.56576538085938,0.0,50.60493087768555,51.30418014526367,51.50336456298828,50.66218566894531,51.2910041809082,0.0,62.02979278564453,-11.424853324890137,61.910400390625,-10.60622787475586,61.985347747802734,-10.48198413848877,60.88797378540039,-10.225781440734863,59.37666702270508,-8.085657119750977,0.0,0.0,
f3_residual,6.114017963409424,5.970281600952148,5.831047058105469,5.692155361175537,5.298482894897461,0.0,4.041540622711182,3.9891395568847656,4.01882791519165,3.954645872116089,3.76208233833313,0.0,2.3475656509399414,1.6939746141433716,2.3624863624572754,1.6266531944274902,2.378608226776123,1.6402195692062378,2.3316667079925537,1.6229791641235352,2.2434897422790527,1.518592357635498,0.0,0.0,
f4,119.78880310058594,117.73492431640625,114.884033203125,112.20138549804688,106.61141967773438,0.0,55.64044952392578,55.747398376464844,56.27764892578125,55.138641357421875,55.231388092041016,0.0,52.49690628051758,3.143548011779785,52.06724548339844,3.6801505088806152,51.59050369262695,4.687138557434082,51.09300994873047,4.045633792877197,49.13206100463867,6.0993266105651855,0.0,0.0,
f4_residual,6.114017963409424,5.970281600952148,5.831047058105469,5.692155361175537,5.298482894897461,0.0,4.041540622711182,3.9891395568847656,4.01882791519165,3.954645872116089,3.76208233833313,0.0,2.3475656509399414,1.6939746141433716,2.3624863624572754,1.6266531944274902,2.378608226776123,1.6402195692062378,2.3316667079925537,1.6229791641235352,2.2434897422790527,1.518592357635498,0.0,0.0,
f5_rnd,52.82176971435547,51.4797477722168,50.12299346923828,48.95085144042969,46.25566101074219,0.0,-1.7987253665924072,-1.8286399841308594,-0.9359924793243408,-0.6149130463600159,0.1387258768081665,0.0,14.99948787689209,-16.798213958740234,14.728601455688477,-16.557241439819336,15.073281288146973,-16.009275436401367,15.082170486450195,-15.69708251953125,14.823328018188477,-14.684602737426758,0.0,0.0,
f5_rnd_residual,12.783670425415039,12.414345741271973,12.01058292388916,11.625189781188965,10.886249542236328,0.0,1.2001795768737793,1.0849931240081787,1.1069824695587158,1.07999849319458,1.1425752639770508,0.0,4.957815170288086,-3.7576358318328857,4.715559482574463,-3.630566358566284,4.524672508239746,-3.4176900386810303,4.318484306335449,-3.238485813140869,4.027454376220703,-2.8848791122436523,0.0,0.0,
