metric,test,val,train,
acc,1.0,1.0,1.0,
f1,1.0,1.0,1.0,
loss,0.31373855471611023,0.31373390555381775,0.3137284517288208,
sens,1.0,1.0,1.0,
spec,1.0,1.0,1.0,
mcc,1.0,1.0,1.0,
ep,11
