metric,test,val,train,
acc,0.8054968287526427,0.8261882572227399,0.8687550737383304,
f1,0.7958333333333334,0.822211960286308,0.8636763154810735,
loss,0.5255938172340393,0.509387731552124,0.47445276379585266,
sens,0.8029350104821802,0.8216911764705883,0.8633352774537577,
spec,0.8054968287526427,0.8261882572227399,0.8687550737383304,
mcc,0.608426445909297,0.6478638258673626,0.732070289054807,
ep,11
