metric,test,val,train,
acc,0.7362012987012987,0.8356379635449402,0.8627577319587629,
f1,0.7362012987012987,0.8313749902731304,0.8600748154888282,
loss,0.5638511776924133,0.5142639875411987,0.4962864816188812,
sens,0.7362012987012987,0.8306501547987616,0.8588633923778851,
spec,0.7362012987012987,0.8356379635449402,0.8627577319587629,
mcc,0.4724025974025974,0.6662694488042376,0.7216106160583537,
ep,9
