metric,test,val,train,
acc,0.9,0.915,0.9398772001637331,
f1,0.9,0.9149468417761101,0.9398697361953138,
loss,0.4317862391471863,0.4169881045818329,0.3862761855125427,
sens,0.9,0.9160401002506267,0.94111224221726,
spec,0.9,0.915,0.9398772001637331,
mcc,0.8,0.8310394493741197,0.8809885766897884,
ep,11
