metric,test,val,train,
acc,0.9705882352941176,0.8333333333333333,0.9876033057851239,
f1,0.9134199134199135,0.8861111111111111,0.9571384835187264,
loss,0.345027357339859,0.4817533791065216,0.3305061161518097,
sens,0.875,0.972972972972973,0.9318181818181819,
spec,0.9705882352941176,0.8333333333333333,0.9876033057851239,
mcc,0.8401680504168059,0.7941225539113158,0.9177275694947105,
ep,7
