metric,test,val,train,
acc,1.0,0.8595238095238096,0.9669421487603306,
f1,1.0,0.7960199004975124,0.8959494611668525,
loss,0.32488781213760376,0.4134370982646942,0.35550636053085327,
sens,1.0,0.7621527777777778,0.8518518518518519,
spec,1.0,0.8595238095238096,0.9669421487603306,
mcc,1.0,0.6140037958967854,0.8106650596861942,
ep,7
