metric,test,val,train,
acc,0.9782608695652174,0.9476744186046512,1.0,
f1,0.9782597279840362,0.947658495350803,1.0,
loss,0.40083879232406616,0.4199836254119873,0.3839447796344757,
sens,0.9783613445378152,0.9482198456748341,1.0,
spec,0.9782608695652174,0.9476744186046512,1.0,
mcc,0.9566222088265398,0.895894098249448,1.0,
ep,22
