Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_ADRN,0.5_sum_MES,0.6_sum_ADRN,0.6_sum_MES,0.7_sum_ADRN,0.7_sum_MES,0.8_sum_ADRN,0.8_sum_MES,0.9_sum_ADRN,0.9_sum_MES,1_sum_ADRN,1_sum_MES,
hsa:00010,0.10910293459892273,0.10910293459892273,0.10910293459892273,0.10910293459892273,0.10910293459892273,0.0,-0.014596661552786827,-0.014596661552786827,-0.014596661552786827,-0.014596661552786827,-0.014596661552786827,0.0,-0.00396781787276268,-0.010628839954733849,-0.00396781787276268,-0.010628839954733849,-0.00396781787276268,-0.010628839954733849,-0.00396781787276268,-0.010628839954733849,-0.00396781787276268,-0.010628839954733849,0.0,0.0,
hsa:00010_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00020,0.015164689160883427,0.015164689160883427,0.015164689160883427,0.015164689160883427,0.015164689160883427,0.0,-0.013588948175311089,-0.013588948175311089,-0.013588948175311089,-0.013588948175311089,-0.013588948175311089,0.0,-0.013345619663596153,-0.00024332775501534343,-0.013345619663596153,-0.00024332775501534343,-0.013345619663596153,-0.00024332775501534343,-0.013345619663596153,-0.00024332775501534343,-0.013345619663596153,-0.00024332775501534343,0.0,0.0,
hsa:00020_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00030,0.15517261624336243,0.15517261624336243,0.15517261624336243,0.15517261624336243,0.15517261624336243,0.0,-0.12706580758094788,-0.12706580758094788,-0.12706580758094788,-0.12706580758094788,-0.12706580758094788,0.0,-0.12610606849193573,-0.0009597190655767918,-0.12610606849193573,-0.0009597190655767918,-0.12610606849193573,-0.0009597190655767918,-0.12610606849193573,-0.0009597190655767918,-0.12610606849193573,-0.0009597190655767918,0.0,0.0,
hsa:00030_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00040,0.10827309638261795,0.10827309638261795,0.10827309638261795,0.10827309638261795,0.10827309638261795,0.0,-0.06137847527861595,-0.06137847527861595,-0.06137847527861595,-0.06137847527861595,-0.06137847527861595,0.0,-0.060654401779174805,-0.000724076060578227,-0.060654401779174805,-0.000724076060578227,-0.060654401779174805,-0.000724076060578227,-0.060654401779174805,-0.000724076060578227,-0.060654401779174805,-0.000724076060578227,0.0,0.0,
hsa:00040_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00051,0.1529388427734375,0.1529388427734375,0.1529388427734375,0.1529388427734375,0.1529388427734375,0.0,-0.05954796075820923,-0.05954796075820923,-0.05954796075820923,-0.05954796075820923,-0.05954796075820923,0.0,-0.047564662992954254,-0.011983287520706654,-0.047564662992954254,-0.011983287520706654,-0.047564662992954254,-0.011983287520706654,-0.047564662992954254,-0.011983287520706654,-0.047564662992954254,-0.011983287520706654,0.0,0.0,
hsa:00051_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00052,0.07018029689788818,0.07018029689788818,0.07018029689788818,0.07018029689788818,0.07018029689788818,0.0,-0.02755773812532425,-0.02755773812532425,-0.02755773812532425,-0.02755773812532425,-0.02755773812532425,0.0,-0.020111970603466034,-0.007445763796567917,-0.020111970603466034,-0.007445763796567917,-0.020111970603466034,-0.007445763796567917,-0.020111970603466034,-0.007445763796567917,-0.020111970603466034,-0.007445763796567917,0.0,0.0,
hsa:00052_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00053,0.07625642418861389,0.07625642418861389,0.07625642418861389,0.07625642418861389,0.07625642418861389,0.0,-0.04903712123632431,-0.04903712123632431,-0.04903712123632431,-0.04903712123632431,-0.04903712123632431,0.0,-0.04839487373828888,-0.0006422470323741436,-0.04839487373828888,-0.0006422470323741436,-0.04839487373828888,-0.0006422470323741436,-0.04839487373828888,-0.0006422470323741436,-0.04839487373828888,-0.0006422470323741436,0.0,0.0,
hsa:00053_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00500,0.14009827375411987,0.14009827375411987,0.14009827375411987,0.14009827375411987,0.14009827375411987,0.0,-0.11348582804203033,-0.11348582804203033,-0.11348582804203033,-0.11348582804203033,-0.11348582804203033,0.0,-0.11743303388357162,0.003947189077734947,-0.11743303388357162,0.003947189077734947,-0.11743303388357162,0.003947189077734947,-0.11743303388357162,0.003947189077734947,-0.11743303388357162,0.003947189077734947,0.0,0.0,
hsa:00500_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00520,0.10326620936393738,0.10326620936393738,0.10326620936393738,0.10326620936393738,0.10326620936393738,0.0,0.09444506466388702,0.09444506466388702,0.09444506466388702,0.09444506466388702,0.09444506466388702,0.0,0.08857806026935577,0.005866993684321642,0.08857806026935577,0.005866993684321642,0.08857806026935577,0.005866993684321642,0.08857806026935577,0.005866993684321642,0.08857806026935577,0.005866993684321642,0.0,0.0,
hsa:00520_residual,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.001755930483341217,0.0,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,-0.0011494174832478166,0.0,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,-0.0010779033182188869,-7.151415047701448e-05,0.0,0.0,
hsa:00620,0.03262510150671005,0.03262510150671005,0.03262510150671005,0.03262510150671005,0.03262510150671005,0.0,0.007732194848358631,0.007732194848358631,0.007732194848358631,0.007732194848358631,0.007732194848358631,0.0,0.00995776616036892,-0.002225572243332863,0.00995776616036892,-0.002225572243332863,0.00995776616036892,-0.002225572243332863,0.00995776616036892,-0.002225572243332863,0.00995776616036892,-0.002225572243332863,0.0,0.0,
