metric,test,val,train,
acc,1.0,1.0,0.9958677685950413,
f1,1.0,1.0,0.9862974042265753,
loss,0.3225797116756439,0.31531432271003723,0.3195461630821228,
sens,1.0,1.0,0.9772727272727273,
spec,1.0,1.0,0.9958677685950413,
mcc,1.0,1.0,0.9729628200172851,
ep,15
