Module,0.5_sum_abs,0.6_sum_abs,0.7_sum_abs,0.8_sum_abs,0.9_sum_abs,1_sum_abs,0.5_sum,0.6_sum,0.7_sum,0.8_sum,0.9_sum,1_sum,0.5_sum_False_strg,0.5_sum_True_strg,0.6_sum_False_strg,0.6_sum_True_strg,0.7_sum_False_strg,0.7_sum_True_strg,0.8_sum_False_strg,0.8_sum_True_strg,0.9_sum_False_strg,0.9_sum_True_strg,1_sum_False_strg,1_sum_True_strg,
f1,255.7720947265625,247.98464965820312,237.44473266601562,215.3881378173828,193.23336791992188,0.0,48.847015380859375,49.43461990356445,47.486328125,32.234798431396484,16.569189071655273,0.0,143.05209350585938,-94.205078125,139.46336364746094,-90.02873229980469,133.21923828125,-85.73291015625,114.56517791748047,-82.33037567138672,95.79129791259766,-79.22212219238281,0.0,0.0,
f1_residual,6.358978748321533,6.1966233253479,5.924826145172119,5.413732528686523,5.012163162231445,0.0,2.49751615524292,2.4603865146636963,2.3478925228118896,2.019458532333374,1.7792234420776367,0.0,2.8563289642333984,-0.3588126003742218,2.7650599479675293,-0.30467337369918823,2.5943145751953125,-0.2464219331741333,2.1992273330688477,-0.17976868152618408,1.9062682390213013,-0.12704479694366455,0.0,0.0,
f2,78.13294982910156,75.50967407226562,72.3323745727539,67.6666030883789,63.03834533691406,0.0,24.13493537902832,23.173994064331055,21.26579475402832,21.43870735168457,24.529016494750977,0.0,-5.921413898468018,30.056350708007812,-5.76102876663208,28.93502426147461,-5.792901039123535,27.058696746826172,-5.550367832183838,26.989078521728516,-2.248599052429199,26.77761459350586,0.0,0.0,
f2_residual,6.358978748321533,6.1966233253479,5.924826145172119,5.413732528686523,5.012163162231445,0.0,2.49751615524292,2.4603865146636963,2.3478925228118896,2.019458532333374,1.7792234420776367,0.0,2.8563289642333984,-0.3588126003742218,2.7650599479675293,-0.30467337369918823,2.5943145751953125,-0.2464219331741333,2.1992273330688477,-0.17976868152618408,1.9062682390213013,-0.12704479694366455,0.0,0.0,
f3,70.45146942138672,69.15667724609375,67.75089263916016,63.357872009277344,60.91617202758789,0.0,32.157310485839844,31.73253631591797,32.0107421875,33.97234344482422,34.770362854003906,0.0,-5.506007194519043,37.6633186340332,-5.122154712677002,36.85469055175781,-4.340734481811523,36.35148239135742,-1.6006954908370972,35.57304382324219,-0.414999395608902,35.185359954833984,0.0,0.0,
f3_residual,6.3821001052856445,6.249064922332764,6.099102020263672,5.857949733734131,5.592704772949219,0.0,3.8172123432159424,3.8694629669189453,3.882058620452881,3.9035065174102783,3.8882009983062744,0.0,1.7697229385375977,2.0474894046783447,1.782915472984314,2.086547374725342,1.8045835494995117,2.077474594116211,1.8426045179367065,2.0609021186828613,1.7786493301391602,2.109551429748535,0.0,0.0,
f4,133.21534729003906,130.92608642578125,128.99375915527344,124.45482635498047,120.35591888427734,0.0,63.1650276184082,63.28985595703125,63.19221496582031,63.36373519897461,61.61003875732422,0.0,74.57156372070312,-11.406534194946289,73.71002197265625,-10.420162200927734,73.07796478271484,-9.88575553894043,71.72257995605469,-8.358851432800293,69.3572998046875,-7.7472615242004395,0.0,0.0,
f4_residual,6.3821001052856445,6.249064922332764,6.099102020263672,5.857949733734131,5.592704772949219,0.0,3.8172123432159424,3.8694629669189453,3.882058620452881,3.9035065174102783,3.8882009983062744,0.0,1.7697229385375977,2.0474894046783447,1.782915472984314,2.086547374725342,1.8045835494995117,2.077474594116211,1.8426045179367065,2.0609021186828613,1.7786493301391602,2.109551429748535,0.0,0.0,
f5_rnd,72.470458984375,71.57660675048828,69.39348602294922,65.46467590332031,63.0545654296875,0.0,4.838617324829102,4.617546081542969,4.336404800415039,2.9690749645233154,1.5008397102355957,0.0,23.31721305847168,-18.478595733642578,23.051734924316406,-18.434188842773438,22.030759811401367,-17.694355010986328,19.918926239013672,-16.949851989746094,18.37517547607422,-16.87433433532715,0.0,0.0,
f5_rnd_residual,6.358978748321533,6.1966233253479,5.924826145172119,5.413732528686523,5.012163162231445,0.0,2.49751615524292,2.4603865146636963,2.3478925228118896,2.019458532333374,1.7792234420776367,0.0,2.8563289642333984,-0.3588126003742218,2.7650599479675293,-0.30467337369918823,2.5943145751953125,-0.2464219331741333,2.1992273330688477,-0.17976868152618408,1.9062682390213013,-0.12704479694366455,0.0,0.0,
f6_rnd,50.773193359375,49.64011764526367,48.71202850341797,46.89545440673828,44.41008758544922,0.0,7.7192301750183105,8.078596115112305,8.054851531982422,6.833359241485596,6.2230963706970215,0.0,16.89557456970215,-9.17634391784668,16.769407272338867,-8.690811157226562,16.92083740234375,-8.865985870361328,15.875905990600586,-9.042547225952148,14.9191312789917,-8.696035385131836,0.0,0.0,
f6_rnd_residual,6.3821001052856445,6.249064922332764,6.099102020263672,5.857949733734131,5.592704772949219,0.0,3.8172123432159424,3.8694629669189453,3.882058620452881,3.9035065174102783,3.8882009983062744,0.0,1.7697229385375977,2.0474894046783447,1.782915472984314,2.086547374725342,1.8045835494995117,2.077474594116211,1.8426045179367065,2.0609021186828613,1.7786493301391602,2.109551429748535,0.0,0.0,
