metric,test,val,train,
acc,0.8785714285714286,0.94,0.9242857142857143,
f1,0.8786764705882353,0.94,0.9240735851798187,
loss,0.43081313371658325,0.38580620288848877,0.3971796929836273,
sens,0.8795008183306056,0.94,0.9290809124006241,
spec,0.8785714285714286,0.94,0.9242857142857143,
mcc,0.7580716771900756,0.88,0.8533531541027193,
ep,8
