metric,test,val,train,
acc,0.963768115942029,0.941860465116279,1.0,
f1,0.9637662133067268,0.9417896304318397,1.0,
loss,0.4130515456199646,0.43017950654029846,0.38494065403938293,
sens,0.9638655462184874,0.9440217391304347,1.0,
spec,0.963768115942029,0.941860465116279,1.0,
mcc,0.9276336570439174,0.885879567828298,1.0,
ep,23
