metric,test,val,train,
acc,0.9099999999999999,0.9247979797979797,0.9514285714285714,
f1,0.9099189270343309,0.9245545305193985,0.9514285714285714,
loss,0.40701159834861755,0.3966858685016632,0.3778217136859894,
sens,0.9114813327980731,0.9266078312030839,0.9514285714285714,
spec,0.9099999999999999,0.9247979797979797,0.9514285714285714,
mcc,0.8214799971933825,0.8514038873791159,0.9028571428571428,
ep,9
