metric,test,val,train,
acc,1.0,0.9571428571428571,1.0,
f1,1.0,0.8776119402985074,1.0,
loss,0.31741052865982056,0.3876692056655884,0.3155134320259094,
sens,1.0,0.8333333333333333,1.0,
spec,1.0,0.9571428571428571,1.0,
mcc,1.0,0.7807200583588265,1.0,
ep,15
