metric,test,val,train,
acc,0.9782608695652174,0.9883720930232558,1.0,
f1,0.9782597279840362,0.9883720930232558,1.0,
loss,0.4034588038921356,0.3924214541912079,0.3846815824508667,
sens,0.9783613445378152,0.9883720930232558,1.0,
spec,0.9782608695652174,0.9883720930232558,1.0,
mcc,0.9566222088265398,0.9767441860465116,1.0,
ep,17
