metric,test,val,train,
acc,1.0,1.0,1.0,
f1,1.0,1.0,1.0,
loss,0.3133097290992737,0.313309907913208,0.3133084774017334,
sens,1.0,1.0,1.0,
spec,1.0,1.0,1.0,
mcc,1.0,1.0,1.0,
ep,9
