metric,test,val,train,
acc,1.0,0.9825581395348837,1.0,
f1,1.0,0.9825575499442247,1.0,
loss,0.38743507862091064,0.39572006464004517,0.3849363327026367,
sens,1.0,0.9826233941852603,1.0,
spec,1.0,0.9825581395348837,1.0,
mcc,1.0,0.9651815315142537,1.0,
ep,15
