metric,test,val,train,
acc,0.9565217391304348,0.9186046511627907,1.0,
f1,0.9565126050420167,0.9185936443542935,1.0,
loss,0.423177570104599,0.44236984848976135,0.3866845369338989,
sens,0.9569056127811646,0.9188311688311688,1.0,
spec,0.9565217391304348,0.9186046511627907,1.0,
mcc,0.913427271248925,0.8374357893586238,1.0,
ep,17
